,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
833,50.1,0.97,9.82,1,243.11,1294.9,63.96,10.002,0.95,239.49,600002,01-10-2018 06:57,4772.13,7956.86,4836.86,792.13,7593.19,0.394,0.8537,244.249
834,50.1,0.97,9.822,1,243.149,1294.91,63.96,10,0.95,239.656,600002,01-10-2018 06:58,4776.13,7956.9,4840.6,790.064,7593.23,0.394,0.8556,244.311
835,50.1,0.97,9.828,1,243.233,1294.92,63.96,10,0.95,239.868,600002,01-10-2018 06:58,4781,7956.94,4845.07,788.353,7593.27,0.392,0.854,244.39
836,50.1,0.9684,19.127,0.9884,240.056,1294.92,63.96,9.982,0.941,241.283,600002,01-10-2018 06:59,6941,7957,7082.6,1395.8,7593.32,0.4,0.8504,244.657
837,50.1,0.97,19.949,0.9836,239.803,1294.93,63.96,9.982,0.94,241.364,600002,01-10-2018 06:59,7135.2,7957.06,7288.8,1490.86,7593.38,0.4,0.8516,244.643
838,50.1,0.97,16.246,0.987,241.139,1294.94,63.96,9.984,0.9434,240.89,600002,01-10-2018 07:00,6269.35,7957.11,6394.85,1256.5,7593.43,0.397,0.8533,244.511
839,50.1,0.97,9.833,1,243.377,1294.94,63.96,9.996,0.95,239.97,600002,01-10-2018 07:00,4780.13,7957.15,4845.06,793.597,7593.47,0.39,0.857,244.183
840,50.1,0.9772,9.754,1,243.78,1294.95,63.96,13.552,0.9706,239.197,600002,01-10-2018 07:01,5648.08,7957.2,5694.5,503.413,7593.52,0.397,0.8531,244.58
841,50.1,0.99,9.63,1,244.032,1294.95,63.96,16.354,1,238.868,600002,01-10-2018 07:01,6371.43,7957.25,6371.43,49.854,7593.57,0.4,0.8511,244.597
842,50.1,0.99,9.625,1,243.959,1294.95,63.96,16.246,1,238.934,600002,01-10-2018 07:02,6345.18,7957.31,6345.18,49.872,7593.63,0.4,0.8509,244.529
843,50.1,0.99,9.624,1,243.918,1294.95,63.96,16.202,1,238.705,600002,01-10-2018 07:02,6333.57,7957.36,6333.57,49.495,7593.68,0.396,0.8539,244.625
844,50.1,0.99,9.713,1,243.99,1294.95,63.96,16.232,1,238.696,600002,01-10-2018 07:03,6357.46,7957.41,6357.46,49.729,7593.73,0.4,0.8524,244.55
845,50.1,0.99,9.841,1,243.837,1294.95,63.96,16.105,0.9986,238.59,600002,01-10-2018 07:03,6364.33,7957.46,6366.33,86.796,7593.79,0.43,0.873,244.451
846,50.1,0.97,9.776,1,243.069,1294.96,63.96,9.995,0.9457,241.043,600002,01-10-2018 07:04,4900.93,7957.51,4965.93,802.331,7593.83,1.074,0.9056,243.71
847,50.1,0.97,9.763,1,242.775,1294.96,63.96,9.988,0.9475,240.933,600002,01-10-2018 07:04,4772,7957.55,4838.42,801.354,7593.87,0.43,0.8747,243.732
848,50.1,0.97,9.762,1,242.785,1294.97,63.96,9.98,0.95,240.964,600002,01-10-2018 07:05,4772,7957.59,4837.93,799.462,7593.91,0.43,0.877,243.837
849,50.1,0.97,9.76,1,242.682,1294.98,63.96,9.985,0.9468,240.911,600002,01-10-2018 07:05,4997,7957.63,5058.93,790.14,7593.95,1.311,0.9182,243.561
850,50.1,0.97,9.76,1,242.569,1294.98,63.96,9.98,0.9489,240.639,600002,01-10-2018 07:06,4813,7957.67,4877.85,794.997,7593.99,0.608,0.8912,243.698
851,50.1,0.97,9.755,1,242.439,1294.99,63.96,9.971,0.95,240.504,600002,01-10-2018 07:06,4761.92,7957.71,4827.85,797.21,7594.03,0.426,0.8753,243.719
852,50.1,0.97,9.758,1,242.544,1295,63.96,9.97,0.9485,240.717,600002,01-10-2018 07:07,4763.53,7957.75,4829.66,800.198,7594.07,0.43,0.8757,243.836
853,50.1,0.97,9.765,1,242.761,1295,63.96,9.969,0.9454,240.762,600002,01-10-2018 07:07,4768.5,7957.79,4834.78,800.783,7594.11,0.43,0.8733,243.94
854,50.1,0.97,9.78,1,243.044,1295.01,63.96,9.969,0.94,240.936,600002,01-10-2018 07:08,4773.33,7957.84,4839.66,802.063,7594.15,0.42,0.877,243.27
855,50.1,0.97,9.78,1,243.111,1295.02,63.96,9.906,0.94,241.269,600002,01-10-2018 07:08,4760,7957.88,4828.6,813.53,7594.19,0.42,0.8778,242.789
856,50.1,0.97,9.78,1,243.164,1295.02,63.96,9.898,0.94,241.309,600002,01-10-2018 07:09,4756.4,7957.92,4825.26,816.196,7594.23,0.42,0.8785,242.817
857,50.1,0.97,9.781,1,243.151,1295.03,63.96,9.896,0.94,241.337,600002,01-10-2018 07:09,4755.84,7957.96,4824.77,815.996,7594.26,0.42,0.879,242.758
858,50.1,0.97,9.773,1,243.01,1295.04,63.96,9.942,0.94,241.29,600002,01-10-2018 07:10,4764.93,7958,4833.2,812.13,7594.3,0.42,0.8784,242.71
859,50.1,0.97,9.778,1,243.098,1295.04,63.96,9.956,0.94,241.367,600002,01-10-2018 07:10,4862.54,7958.04,4927.92,801.844,7594.34,0.76,0.8974,242.651
860,50.09,0.97,9.778,1,242.99,1295.05,63.96,9.949,0.94,241.196,600002,01-10-2018 07:11,4766.93,7958.08,4834.66,809.397,7594.38,0.42,0.8792,242.615
861,50.1,0.97,9.774,1,242.976,1295.06,63.96,9.953,0.94,241.063,600002,01-10-2018 07:11,4766.73,7958.12,4834.53,810.063,7594.42,0.42,0.88,242.597
862,50.1,0.97,9.784,1,243.289,1295.06,63.96,9.948,0.94,241.597,600002,01-10-2018 07:12,4776.2,7958.16,4844.2,812.729,7594.46,0.42,0.8777,242.917
863,50.1,0.97,9.782,1,243.242,1295.07,63.96,9.946,0.94,241.603,600002,01-10-2018 07:12,4774,7958.2,4842.06,812.463,7594.5,0.42,0.88,242.883
864,50.1,0.97,9.78,1,243.162,1295.08,63.96,9.95,0.94,241.526,600002,01-10-2018 07:13,4773.07,7958.24,4841.28,813.14,7594.54,0.42,0.8782,242.747
865,50.09,0.97,9.78,1,243.162,1295.08,63.96,10.044,0.9463,241.47,600002,01-10-2018 07:13,4800.73,7958.28,4866.26,799.263,7594.58,0.42,0.8789,242.824
866,50.09,0.97,9.782,1,243.21,1295.09,63.96,10.09,0.95,241.496,600002,01-10-2018 07:14,4815.93,7958.33,4880.13,792.997,7594.62,0.42,0.88,242.877
867,50,0.97,9.78,1,243.222,1295.1,63.96,10.084,0.95,241.449,600002,01-10-2018 07:14,4813.6,7958.37,4877.73,792.197,7594.66,0.42,0.88,242.843
868,50,0.97,9.779,1,243.204,1295.1,63.96,10.091,0.95,241.526,600002,01-10-2018 07:15,4814.85,7958.41,4879.5,794.354,7594.7,0.42,0.8776,242.953
869,50.03,0.97,9.79,1,243.418,1295.11,63.96,10.094,0.95,241.111,600002,01-10-2018 07:15,4819.07,7958.45,4882.5,787.853,7594.74,0.42,0.8789,243.19
870,50.1,0.97,9.831,1,243.33,1295.12,63.96,10.09,0.95,241.889,600002,01-10-2018 07:16,4829.06,7958.49,4893,792.396,7594.78,0.42,0.8789,243.05
871,50.1,0.97,9.957,1,243.29,1295.12,63.96,10.09,0.95,241.97,600002,01-10-2018 07:16,4864.6,7958.53,4928.66,794.263,7594.82,0.42,0.877,243.237
872,50.1,0.97,9.938,1,243.498,1295.13,63.96,10.089,0.95,242.041,600002,01-10-2018 07:17,4861.5,7958.57,4925.5,793.855,7594.86,0.42,0.8789,243.219
873,50.1,0.97,9.94,1,243.547,1295.14,63.96,10.087,0.95,242.133,600002,01-10-2018 07:17,4975.92,7958.62,5036.78,782.854,7594.91,0.855,0.9025,243.074
874,50.1,0.97,9.94,1,243.583,1295.14,63.96,10.098,0.95,241.491,600002,01-10-2018 07:18,4862.57,7958.66,4925.57,788.141,7594.95,0.42,0.8761,243.361
875,50.1,0.97,9.94,1,243.582,1295.15,63.96,10.099,0.95,241.797,600002,01-10-2018 07:18,4863.57,7958.7,4926.93,790.639,7594.99,0.42,0.8783,243.204
876,50.1,0.97,9.94,1,243.483,1295.16,63.96,10.1,0.95,241.85,600002,01-10-2018 07:19,5111.26,7958.74,5169.46,775.063,7595.03,1.661,0.9437,242.655
877,50.1,0.97,9.93,1,243.29,1295.16,63.96,10.102,0.95,241.689,600002,01-10-2018 07:19,4859.26,7958.78,4922.33,789.53,7595.07,0.42,0.8776,243.083
878,50.1,0.9898,9.92,1,243.026,1295.16,63.96,1.172,0.9961,245.04,600002,01-10-2018 07:20,2926.14,7958.81,2930.93,102.854,7595.09,0.895,0.9055,241.975
879,50.1,0.99,9.92,1,243.04,1295.16,63.96,0.49,1,245.219,600002,01-10-2018 07:20,2646.14,7958.83,2646.14,46.997,7595.12,0.42,0.8839,242.019
880,50.1,0.9924,9.973,1,243.471,1295.16,63.96,0.48,1,245.99,600002,01-10-2018 07:21,4273.93,7958.87,4274.13,35.263,7595.15,7.565,0.9704,239.522
881,50.1,0.9917,9.96,1,243.557,1295.16,63.96,0.46,1,246.036,600002,01-10-2018 07:21,4790.06,7958.91,4790.06,36.864,7595.19,9.295,0.9917,238.884
882,50.1,0.9918,9.879,1,243.661,1295.16,63.96,0.42,1,246.113,600002,01-10-2018 07:22,4757.78,7958.95,4757.78,34.711,7595.23,9.29,0.9918,238.981
883,50.1,0.99,9.891,1,243.748,1295.16,63.96,0.42,1,246.154,600002,01-10-2018 07:22,4765.35,7958.98,4765.35,58.712,7595.27,9.3,0.99,239.206
884,50.1,0.9917,9.949,1,243.828,1295.16,63.96,0.42,1,245.94,600002,01-10-2018 07:23,4775.25,7959.03,4775.25,47.621,7595.31,9.283,0.9917,238.814
885,50.1,0.99,9.974,1,243.823,1295.16,63.96,0.42,1,245.997,600002,01-10-2018 07:23,4773.26,7959.07,4773.26,61.529,7595.35,9.27,0.99,238.27
886,50.1,0.9903,9.98,1,243.784,1295.16,63.96,0.42,1,246.237,600002,01-10-2018 07:24,4773.73,7959.1,4773.73,62.13,7595.39,9.267,0.9903,238.25
887,50.1,0.9904,9.924,1,243.747,1295.16,63.96,0.42,0.9989,246.304,600002,01-10-2018 07:24,4758.28,7959.14,4758.28,55.211,7595.43,9.269,0.9911,238.29
888,50.1,0.99,9.877,1,243.677,1295.16,63.96,0.42,0.9993,246.264,600002,01-10-2018 07:25,4744.06,7959.18,4744.06,50.129,7595.47,9.265,0.99,238.242
889,50.1,0.9903,9.879,1,243.689,1295.16,63.96,0.42,1,246.063,600002,01-10-2018 07:25,4742.93,7959.22,4742.93,44.798,7595.51,9.262,0.9903,238.244
890,50.1,0.9906,9.881,1,243.739,1295.16,63.96,0.42,0.9975,246.061,600002,01-10-2018 07:26,4747.07,7959.26,4747.07,55.426,7595.55,9.269,0.9906,238.37
891,50.1,0.99,9.894,1,243.837,1295.16,63.96,0.42,1,246.218,600002,01-10-2018 07:26,4752.93,7959.3,4752.93,58.13,7595.59,9.274,0.99,238.495
892,50.1,0.99,9.97,1,244.062,1295.16,63.96,0.42,1,246.336,600002,01-10-2018 07:27,4770.4,7959.34,4770.4,68.93,7595.63,9.261,0.99,238.244
893,50.1,0.9916,9.975,1,244.157,1295.16,63.96,0.42,0.9989,246.284,600002,01-10-2018 07:27,4779,7959.38,4779,38.13,7595.67,9.275,0.9916,238.577
894,50.1,0.9903,9.97,1,244.05,1295.16,63.96,0.42,0.9989,246.375,600002,01-10-2018 07:28,4777.26,7959.42,4777.26,39.197,7595.71,9.274,0.9903,238.597
895,50.1,0.9906,9.979,1,244.354,1295.16,63.96,0.42,1,246.296,600002,01-10-2018 07:28,4776.5,7959.46,4776.5,67.353,7595.75,9.264,0.9906,238.304
896,50.1,0.9921,9.974,1,244.271,1295.16,63.96,0.42,0.9983,246.346,600002,01-10-2018 07:29,4783,7959.5,4783,29.183,7595.79,9.28,0.9927,238.721
897,50.1,0.9929,9.981,1,244.356,1295.16,63.96,0.42,0.9984,246.124,600002,01-10-2018 07:29,4788,7959.54,4788,20.263,7595.83,9.28,0.9943,238.856
898,50.1,0.993,9.985,1,244.449,1295.16,63.96,0.42,0.9989,245.996,600002,01-10-2018 07:30,4783.8,7959.58,4783.8,41.063,7595.87,9.272,0.993,238.543
899,50.1,0.9975,9.958,1,244.247,1295.16,63.96,0.42,1,245.983,600002,01-10-2018 07:30,4784.5,7959.62,4784.5,11.854,7595.91,9.29,0.9975,239.046
900,50.1,0.9985,9.888,1,243.929,1295.16,63.96,0.42,0.9991,245.946,600002,01-10-2018 07:31,4763.87,7959.66,4763.87,6.247,7595.95,9.29,0.9985,239.097
901,50.1,0.9937,9.861,1,243.384,1295.16,63.96,0.42,1,246.077,600002,01-10-2018 07:31,4749.86,7959.7,4749.86,33.264,7595.98,9.286,0.9937,238.99
902,50.1,0.9968,9.86,1,243.246,1295.16,63.96,0.42,1,245.939,600002,01-10-2018 07:32,4753.07,7959.74,4753.07,4.069,7596.02,9.293,0.9968,239.211
903,50.1,0.9984,9.854,1,243.142,1295.16,63.96,0.42,0.999,245.816,600002,01-10-2018 07:32,4749.33,7959.78,4749.33,1.33,7596.06,9.29,0.9989,239.184
904,50.1,0.993,9.85,1,243.056,1295.16,63.96,0.42,0.9993,245.784,600002,01-10-2018 07:33,4738.66,7959.82,4738.66,16.128,7596.1,9.277,0.9937,238.703
905,50.1,0.9983,9.859,1,243.131,1295.16,63.96,0.42,0.999,245.598,600002,01-10-2018 07:33,4758.07,7959.86,4758.07,3.068,7596.14,9.307,0.9989,239.654
906,50.1,0.9976,9.851,1,243.064,1295.16,63.96,0.42,0.9976,245.403,600002,01-10-2018 07:34,4766.66,7959.9,4766.66,2.065,7596.18,9.327,0.999,240.137
907,50.01,0.9939,9.85,1,242.956,1295.16,63.96,0.42,0.9991,245.289,600002,01-10-2018 07:34,4752.57,7959.94,4752.57,24.854,7596.22,9.306,0.9946,239.59
908,50,0.9915,9.84,1,242.77,1295.16,63.96,0.42,0.9985,245.221,600002,01-10-2018 07:35,4754.93,7959.98,4754.93,37.37,7596.26,9.32,0.9915,239.972
909,50.08,0.9937,9.849,1,242.916,1295.16,63.96,0.42,0.9976,245.13,600002,01-10-2018 07:35,4759.4,7960.02,4759.4,21.597,7596.3,9.32,0.9943,240.024
910,50,0.99,9.85,1,242.91,1295.16,63.96,0.42,0.9989,245.356,600002,01-10-2018 07:36,4752.26,7960.06,4752.26,56.596,7596.34,9.309,0.99,239.684
911,50,0.9963,9.844,1,242.81,1295.16,63.96,0.42,0.9989,245.311,600002,01-10-2018 07:36,4756.86,7960.09,4756.86,16.463,7596.38,9.32,0.9963,239.984
912,50,0.9943,9.84,1,242.729,1295.16,63.96,0.42,0.9977,245.123,600002,01-10-2018 07:37,4753.93,7960.13,4753.93,13.463,7596.42,9.32,0.9963,239.93
913,50,0.993,9.838,1,242.604,1295.16,63.96,0.42,0.9976,245.529,600002,01-10-2018 07:37,4746.66,7960.17,4746.66,26.597,7596.46,9.309,0.995,239.682
914,50.07,0.9989,9.84,1,242.668,1295.16,63.96,0.42,1,245.961,600002,01-10-2018 07:38,4756.28,7960.21,4756.28,3.427,7596.5,9.322,0.9989,240.025
915,50.07,0.997,9.84,1,242.737,1295.16,63.96,0.42,1,245.631,600002,01-10-2018 07:38,4758.53,7960.25,4758.53,2.198,7596.54,9.33,0.997,240.129
916,50.05,0.9968,9.85,1,242.889,1295.16,63.96,0.42,1,246.075,600002,01-10-2018 07:39,4836.71,7960.29,4836.71,4.784,7596.58,9.777,0.9968,239.568
917,50.1,0.9985,9.732,1,242.915,1295.16,63.96,0.42,0.999,246.128,600002,01-10-2018 07:39,4729.12,7960.33,4729.12,4.435,7596.62,9.315,0.9989,239.878
918,50.1,1,0.83,1,245.86,1295.16,63.96,0.42,1,245.536,600002,01-10-2018 07:40,2544.92,7960.35,2544.92,0,7596.64,9.3,1,239.427
919,50.1,0.9989,0.83,1,245.762,1295.16,63.96,0.42,0.9989,245.439,600002,01-10-2018 07:40,2538.85,7960.37,2538.85,0,7596.66,9.285,1,239.089
920,50.1,1,0.83,1,245.862,1295.16,63.96,0.42,1,245.447,600002,01-10-2018 07:41,2541.14,7960.4,2541.14,0,7596.68,9.29,1,239.247
921,50.1,0.9983,0.83,1,246.082,1295.16,63.96,0.42,0.9989,245.604,600002,01-10-2018 07:41,2587.46,7960.42,2587.46,0,7596.7,9.596,0.9992,239.423
922,50.1,0.9963,0.83,1,246.45,1295.16,63.96,0.42,0.9993,245.537,600002,01-10-2018 07:42,2619.73,7960.44,2619.73,6.931,7596.72,9.601,0.9963,239.243
923,50.1,0.997,0.829,1,247.009,1295.16,63.96,0.42,0.9976,245.497,600002,01-10-2018 07:42,2660.53,7960.46,2660.53,4.997,7596.75,9.949,0.9989,239.024
924,50.1,0.9993,0.83,1,246.945,1295.16,63.96,0.42,0.9993,245.609,600002,01-10-2018 07:43,2661.33,7960.48,2661.66,12.198,7596.77,9.83,1,239.383
925,50.1,0.994,0.83,1,247.089,1295.16,63.96,0.42,0.9954,245.061,600002,01-10-2018 07:43,2542.71,7960.5,2542.71,14.639,7596.79,9.292,0.9961,239.255
926,50.1,0.9929,0.83,1,247.023,1295.16,63.96,0.42,0.9989,245.55,600002,01-10-2018 07:44,2626.13,7960.53,2626.2,31.797,7596.81,9.65,0.9929,238.971
927,50.1,0.995,0.83,1,246.97,1295.16,63.96,0.42,0.9976,245.591,600002,01-10-2018 07:44,2612.93,7960.55,2612.93,11.197,7596.83,9.434,0.9957,239.037
928,50.1,0.99,0.83,1,246.95,1295.16,63.96,0.314,0.909,245.663,600002,01-10-2018 07:45,2644.2,7960.57,2644.2,30.93,7596.85,9.731,0.9977,238.984
929,50.1,0.99,0.83,1,246.89,1295.16,63.96,0.28,0.8823,245.762,600002,01-10-2018 07:45,2495.13,7960.59,2495.46,55.531,7596.88,9.283,0.9923,239.056
930,50.1,0.99,0.978,0.9735,246.65,1295.16,63.96,0.271,0.875,245.051,600002,01-10-2018 07:46,2697,7960.61,2698.3,84.537,7596.9,9.985,0.9959,238.72
931,50.1,0.99,1.063,0.963,246.646,1295.17,63.96,0.273,0.8723,244.737,600002,01-10-2018 07:46,2702.33,7960.64,2703.46,99.931,7596.92,9.916,0.9984,239.209
932,50.1,0.99,1.067,0.9603,246.825,1295.17,63.96,0.272,0.874,244.675,600002,01-10-2018 07:47,2673.93,7960.66,2675.35,106.497,7596.94,9.8,0.9976,239.254
933,50.1,0.99,1.069,0.96,246.977,1295.17,63.96,0.27,0.8764,244.476,600002,01-10-2018 07:47,2789.6,7960.68,2790.93,102.529,7596.97,10.138,0.9977,238.89
934,50.1,0.99,1.07,0.96,247.029,1295.17,63.96,0.276,0.8725,244.316,600002,01-10-2018 07:48,2734.66,7960.7,2736.6,111.597,7596.99,10.056,0.9963,238.85
935,50.1,0.99,1.069,0.96,247.054,1295.17,63.96,0.27,0.8747,244.761,600002,01-10-2018 07:48,2546.07,7960.73,2548.35,112.64,7597.01,9.297,0.9961,239.14
936,50.1,0.99,1.07,0.96,247.227,1295.17,63.96,0.272,0.8812,244.843,600002,01-10-2018 07:49,2681.69,7960.75,2683.92,118.767,7597.03,9.838,0.9936,239.044
937,50.1,0.99,1.15,0.9643,247.228,1295.17,63.96,0.276,0.8812,244.866,600002,01-10-2018 07:49,2739.46,7960.77,2741.69,119.612,7597.05,10.017,0.995,238.927
938,50.1,0.99,1.211,0.97,247.097,1295.17,63.96,0.276,0.8799,244.79,600002,01-10-2018 07:50,2668.28,7960.79,2670.64,119.568,7597.08,9.633,0.9954,239.175
939,50.05,0.99,1.21,0.97,247.143,1295.17,63.96,0.273,0.8797,245.003,600002,01-10-2018 07:50,2671.66,7960.82,2675.13,142.53,7597.1,9.654,0.9913,239.204
940,50.1,0.99,1.214,0.9692,247.333,1295.17,63.96,0.272,0.8813,245.205,600002,01-10-2018 07:51,2632.28,7960.84,2635.85,146.211,7597.12,9.479,0.9911,239.433
941,50.1,0.99,1.215,0.9684,247.536,1295.17,63.96,0.27,0.883,245.324,600002,01-10-2018 07:51,2704.66,7960.86,2707.93,141.664,7597.14,9.852,0.9924,239.363
942,50.1,0.99,1.211,0.969,247.525,1295.17,63.96,0.27,0.8811,245.361,600002,01-10-2018 07:52,2713.35,7960.88,2716.71,141.568,7597.16,9.807,0.992,239.376
943,50.1,0.99,1.211,0.9661,247.655,1295.17,63.96,0.272,0.8812,245.497,600002,01-10-2018 07:52,2633.35,7960.9,2637.28,149.853,7597.19,9.653,0.9919,239.425
944,50.1,0.99,1.21,0.9632,247.54,1295.17,63.96,0.276,0.8826,245.462,600002,01-10-2018 07:53,2672.14,7960.93,2675.57,142.068,7597.21,9.637,0.9918,239.383
945,50.1,0.99,1.21,0.9634,247.559,1295.17,63.96,0.276,0.8809,245.446,600002,01-10-2018 07:53,2697.43,7960.95,2701.25,150.871,7597.23,9.895,0.9922,239.334
946,50.1,0.99,1.21,0.9683,247.583,1295.17,63.96,0.277,0.8804,245.318,600002,01-10-2018 07:54,2590.64,7960.97,2595.07,157.568,7597.25,9.31,0.99,239.518
947,50.1,0.99,1.214,0.97,247.561,1295.17,63.96,0.28,0.879,245.255,600002,01-10-2018 07:54,2591.07,7960.99,2594,129.069,7597.28,9.309,0.9926,239.532
948,50.1,0.99,1.21,0.97,247.597,1295.18,63.96,0.28,0.8784,244.916,600002,01-10-2018 07:55,2591.93,7961.01,2594.86,129.53,7597.3,9.31,0.9916,239.575
949,50.1,0.99,1.212,0.97,247.57,1295.18,63.97,0.275,0.8798,245.151,600002,01-10-2018 07:55,2592.06,7961.04,2594.26,112.862,7597.32,9.31,0.9977,239.603
950,50.1,0.9652,1.367,0.976,247.227,1295.18,63.97,0.277,0.8775,244.721,600002,01-10-2018 07:56,1449.54,7961.05,1462,139.304,7597.33,4.404,0.9328,241.58
951,50.1,0.94,1.549,0.97,246.978,1295.18,63.97,0.28,0.8784,244.77,600002,01-10-2018 07:56,529.064,7961.05,553.263,163.93,7597.33,0.42,0.8783,242.802
952,50.1,0.94,2.114,0.9602,246.863,1295.18,63.97,0.28,0.8793,244.843,600002,01-10-2018 07:57,661.996,7961.06,694.063,210.197,7597.34,0.42,0.877,242.789
953,50.1,0.9411,1.654,0.9676,246.961,1295.18,63.97,0.28,0.8789,244.569,600002,01-10-2018 07:57,596.64,7961.06,625.141,188.426,7597.34,0.607,0.8904,243.333
954,50.1,0.9184,1.696,0.9383,247.029,1295.18,63.97,0.28,0.8789,244.51,600002,01-10-2018 07:58,621.33,7961.07,670.663,251.53,7597.35,0.745,0.8884,243.723
955,50.1,0.9077,1.81,0.919,246.976,1295.18,63.97,0.28,0.879,244.69,600002,01-10-2018 07:58,640.199,7961.07,701.73,288.529,7597.35,0.75,0.89,243.93
956,50.1,0.9257,1.611,0.9523,247.124,1295.19,63.97,0.28,0.879,244.11,600002,01-10-2018 07:59,564.53,7961.08,602.996,209.197,7597.36,0.556,0.8737,243.87
957,50.1,0.9411,1.491,0.974,247.339,1295.19,63.97,0.294,0.8983,244.098,600002,01-10-2018 07:59,510.283,7961.08,532.426,153.14,7597.36,0.39,0.8562,243.761
958,50.1,0.94,1.476,0.9792,247.382,1295.19,63.97,0.28,0.8776,244.176,600002,01-10-2018 08:00,504.926,7961.09,527.069,152.569,7597.37,0.4,0.8533,244.276
959,50.1,0.94,1.47,0.9777,247.464,1295.19,63.97,0.288,0.8904,244.276,600002,01-10-2018 08:00,507.529,7961.09,529.396,152.464,7597.37,0.395,0.8524,244.363
960,50.1,0.9412,1.47,0.9737,247.57,1295.19,63.97,0.31,0.91,244.37,600002,01-10-2018 08:01,512.198,7961.1,533.93,152.729,7597.38,0.39,0.8571,244.056
961,50.1,0.94,1.474,0.97,247.568,1295.19,63.97,0.301,0.904,244.383,600002,01-10-2018 08:01,511.354,7961.1,534.068,155.711,7597.38,0.393,0.8546,244.153
962,50.1,0.94,1.479,0.97,247.378,1295.19,63.97,0.28,0.8798,243.822,600002,01-10-2018 08:02,505.197,7961.11,529.064,158.797,7597.38,0.4,0.8517,244.478
963,50.1,0.9465,1.428,0.9759,247.289,1295.19,63.97,0.318,0.9136,243.743,600002,01-10-2018 08:02,505.796,7961.11,524.997,136.53,7597.39,0.391,0.8584,244.03
964,50.1,0.97,1.23,1,247.306,1295.19,63.97,0.432,1,243.975,600002,01-10-2018 08:03,501.228,7961.11,503.228,48.381,7597.39,0.39,0.8589,243.582
965,50.1,0.97,1.234,1,247.233,1295.19,63.97,0.43,1,244.898,600002,01-10-2018 08:03,501.211,7961.12,503.211,48.568,7597.4,0.39,0.86,243.568
966,50.1,0.97,1.29,1,247.136,1295.19,63.97,0.43,1,244.744,600002,01-10-2018 08:04,515.395,7961.12,517.395,48.663,7597.4,0.39,0.8556,243.429
967,50.1,0.97,1.23,1,247.115,1295.19,63.97,0.43,1,244.75,600002,01-10-2018 08:04,500.53,7961.13,502.53,48.529,7597.41,0.39,0.8563,243.33
968,50.1,0.97,1.081,1,247.169,1295.19,63.97,0.43,1,245.011,600002,01-10-2018 08:05,460.863,7961.13,462.863,48.997,7597.41,0.39,0.8576,243.843
969,50.1,0.97,1.13,1,247.237,1295.19,63.97,0.444,1,245.064,600002,01-10-2018 08:05,479.531,7961.14,481.531,48.531,7597.41,0.39,0.8576,243.83
970,50.07,0.97,1.127,1,247.163,1295.19,63.97,0.43,1,244.897,600002,01-10-2018 08:06,473.531,7961.14,475.531,48.797,7597.42,0.39,0.857,243.463
971,50.1,0.97,1.12,1,247.056,1295.19,63.97,0.431,1,245.136,600002,01-10-2018 08:06,472.864,7961.14,474.864,48.53,7597.42,0.39,0.8589,243.363
972,50.1,0.97,1.123,1,246.943,1295.2,63.97,0.442,1,245.016,600002,01-10-2018 08:07,476.464,7961.15,478.464,48.529,7597.43,0.39,0.86,243.729
973,50.1,0.97,1.125,1,246.926,1295.2,63.97,0.437,1,245.046,600002,01-10-2018 08:07,473.211,7961.15,475.211,48.639,7597.43,0.39,0.8583,243.718
974,50.07,0.97,1.12,1,246.87,1295.2,63.97,0.44,1,244.976,600002,01-10-2018 08:08,473.196,7961.16,475.196,48.264,7597.43,0.39,0.8584,243.163
975,50,0.97,1.12,1,246.361,1295.2,63.97,0.447,1,244.868,600002,01-10-2018 08:08,475.354,7961.16,477.354,48.283,7597.44,0.39,0.8553,243.047
976,50,0.97,1.12,1,246.53,1295.2,63.97,0.44,1,244.71,600002,01-10-2018 08:09,472.664,7961.16,474.664,48.796,7597.44,0.39,0.855,243.489
977,50,0.97,1.12,1,246.633,1295.2,63.97,0.44,1,244.755,600002,01-10-2018 08:09,471.926,7961.17,473.926,48.424,7597.45,0.39,0.8583,243.177
978,50,0.97,1.12,1,246.617,1295.2,63.97,0.44,1,244.225,600002,01-10-2018 08:10,471.855,7961.17,473.855,47.141,7597.45,0.39,0.8589,242.825
979,50,0.97,1.12,1,246.617,1295.2,63.97,0.44,1,244.27,600002,01-10-2018 08:10,471.865,7961.18,473.865,48.396,7597.45,0.39,0.857,243.056
980,50,0.97,1.12,1,246.643,1295.2,63.97,0.439,1,244.757,600002,01-10-2018 08:11,470.795,7961.18,472.795,47.796,7597.46,0.39,0.8584,242.557
981,50,0.97,1.12,1,246.411,1295.2,63.97,0.438,1,244.532,600002,01-10-2018 08:11,469.925,7961.18,471.925,47.567,7597.46,0.39,0.86,242.339
982,50,0.97,1.12,1,246.417,1295.2,63.97,0.436,1,244.437,600002,01-10-2018 08:12,470.528,7961.19,472.528,47.53,7597.46,0.39,0.86,242.449
983,50,0.9751,1.12,1,246.117,1295.2,63.97,0.439,1,244.357,600002,01-10-2018 08:12,549.13,7961.19,550.863,41.196,7597.47,0.866,0.8866,242.303
